alpha,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
1.0,11.2,2.0,0.11289137173535933,0.1519898977339086,-0.03909852599854928,-0.2973880120815606,0.0
0.0,11.2,4.0,0.11107719092860471,0.15198990733631798,-0.04091271640771327,-0.3135887461431537,0.0
0.25,11.2,4.0,0.11152798622183671,0.15198990733631798,-0.04046192111448127,-0.3095385626277556,0.0
0.5,11.2,4.0,0.11198061102115095,0.15198990733631798,-0.04000929631516703,-0.3054883791123575,0.0
0.75,11.2,4.0,0.11243507275140865,0.15198990733631798,-0.039554834584909326,-0.30143819559695934,0.0
1.0,11.2,4.0,0.11289137886760411,0.15198990733631798,-0.03909852846871387,-0.29738801208156124,0.0
0.0,12.0,0.2,0.03082849694009244,0.03816086843121529,-0.007332371491122855,-0.2133711164024835,0.0
0.25,12.0,0.2,0.03082549584120198,0.03816086843121529,-0.007335372590013312,-0.21346846934776545,0.0
0.5,12.0,0.2,0.030822495034463118,0.03816086843121529,-0.007338373396752175,-0.21356582229304752,0.0
0.75,12.0,0.2,0.030819494519847408,0.03816086843121529,-0.007341373911367886,-0.2136631752383296,0.0
1.0,12.0,0.2,0.030816494297326413,0.03816086843121529,-0.00734437413388888,-0.2137605281836118,0.0
0.0,12.0,0.6,0.03082843390653167,0.03816079043415285,-0.007332356527621181,-0.2133711171532387,0.0
0.25,12.0,0.6,0.030825432819563,0.03816079043415285,-0.007335357614589852,-0.21346846991083218,0.0
0.5,12.0,0.6,0.0308224320247442,0.03816079043415285,-0.0073383584094086525,-0.21356582266842555,0.0
