taper_peak,center_D,sigma_D,D,eta,delta_mu,acceptance_mismatch,refamp_beta_new
1.0,5.7,0.16,5.898305084745763,2.6700000000000004,-13.019112164269103,0.0,0.0
1.0,5.7,0.16,5.898305084745763,2.8600000000000003,-13.017644937754476,0.0,0.0
1.0,5.7,0.16,5.898305084745763,3.0500000000000003,-13.016177412907751,0.0,0.0
1.0,5.7,0.16,5.898305084745763,3.24,-13.014709589706662,0.0,0.0
1.0,5.7,0.16,5.898305084745763,3.43,-13.013241468088154,0.0,0.0
1.0,5.7,0.16,5.898305084745763,3.62,-13.01177304801756,0.0,0.0
1.0,5.7,0.16,5.898305084745763,3.81,-13.010304329444338,0.0,0.0
1.0,5.7,0.16,5.898305084745763,4.0,-13.008835312309223,0.0,0.0
1.0,5.7,0.16,6.169491525423729,0.2,-0.7906554960706131,0.0,0.0
1.0,5.7,0.16,6.169491525423729,0.39,-0.7886349930710566,0.0,0.0
1.0,5.7,0.16,6.169491525423729,0.5800000000000001,-0.7866142976205168,0.0,0.0
1.0,5.7,0.16,6.169491525423729,0.77,-0.7845938668794759,0.0,0.0
1.0,5.7,0.16,6.169491525423729,0.96,-0.7825732975518775,0.0,0.0
1.0,5.7,0.16,6.169491525423729,1.15,-0.7805532418536956,0.0,0.0
1.0,5.7,0.16,6.169491525423729,1.34,-0.778533182105221,0.0,0.0
1.0,5.7,0.16,6.169491525423729,1.53,-0.7765129299497033,0.0,0.0
1.0,5.7,0.16,6.169491525423729,1.72,-0.7744924854291213,0.0,0.0
1.0,5.7,0.16,6.169491525423729,1.91,-0.7724718485043383,0.0,0.0
1.0,5.7,0.16,6.169491525423729,2.1,-0.7704520277439286,0.0,0.0
1.0,5.7,0.16,6.169491525423729,2.29,-0.768432922542786,0.0,0.0
1.0,5.7,0.16,6.169491525423729,2.4800000000000004,-0.7664136251116247,0.0,0.0
1.0,5.7,0.16,6.169491525423729,2.6700000000000004,-0.7643941354834709,0.0,0.0
1.0,5.7,0.16,6.169491525423729,2.8600000000000003,-0.7623744536072792,0.0,0.0
1.0,5.7,0.16,6.169491525423729,3.0500000000000003,-0.76035457945828,0.0,0.0
1.0,5.7,0.16,6.169491525423729,3.24,-0.7583345130212109,0.0,0.0
1.0,5.7,0.16,6.169491525423729,3.43,-0.7563142542729508,0.0,0.0
1.0,5.7,0.16,6.169491525423729,3.62,-0.75429380319801,0.0,0.0
1.0,5.7,0.16,6.169491525423729,3.81,-0.7522731597469061,0.0,0.0
1.0,5.7,0.16,6.169491525423729,4.0,-0.7502523239387244,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,0.2,30.243964462376354,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,0.39,30.244042938605986,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,0.5800000000000001,30.24412141671715,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,0.77,30.24419989198092,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,0.96,30.244278368431985,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,1.15,30.244356839473568,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,1.34,30.24443531047038,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,1.53,30.244513783146957,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,1.72,30.24459225774099,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,1.91,30.24467073420528,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,2.1,30.244749201998246,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,2.29,30.24482766228089,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,2.4800000000000004,30.244906124360625,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,2.6700000000000004,30.24498458830397,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,2.8600000000000003,30.245063054100264,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,3.0500000000000003,30.245141521719688,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,3.24,30.24521999119211,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,3.43,30.245298462536567,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,3.62,30.24537693571719,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,3.81,30.245455410707457,0.0,0.0
1.0,5.7,0.16,6.4406779661016955,4.0,30.245533887575135,0.0,0.0
1.0,5.7,0.16,6.711864406779661,0.2,-0.21506693208316818,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,0.39,-0.215047402028258,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,0.5800000000000001,-0.21502787148397928,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,0.77,-0.21500834152506343,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,0.96,-0.21498881164389516,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,1.15,-0.21496928297770523,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,1.34,-0.2149497544588037,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,1.53,-0.21493022575722165,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,1.72,-0.2149106968101151,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,1.91,-0.21489116755973114,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,2.1,-0.21487164028698302,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,2.29,-0.21485211475245336,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,2.4800000000000004,-0.214832588916952,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,2.6700000000000004,-0.21481306287948954,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,2.8600000000000003,-0.2147935365781244,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,3.0500000000000003,-0.2147740100449269,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,3.24,-0.214754483246832,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,3.43,-0.21473495617636473,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,3.62,-0.21471542884891548,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,3.81,-0.21469590131699334,0.0,1.729156962283647e-07
1.0,5.7,0.16,6.711864406779661,4.0,-0.2146763734930488,0.0,1.729156962283647e-07
1.0,5.76,0.08,5.627118644067797,0.2,14.050244371755156,0.0,1.0
1.0,5.76,0.08,5.627118644067797,0.39,14.051109446753273,0.0,1.0
1.0,5.76,0.08,5.627118644067797,0.5800000000000001,14.05197482628774,0.0,1.0
1.0,5.76,0.08,5.627118644067797,0.77,14.052839911789711,0.0,1.0
1.0,5.76,0.08,5.627118644067797,0.96,14.053705231426115,0.0,1.0
1.0,5.76,0.08,5.627118644067797,1.15,14.054569931262343,0.0,1.0
1.0,5.76,0.08,5.627118644067797,1.34,14.055434689048418,0.0,1.0
1.0,5.76,0.08,5.627118644067797,1.53,14.05629975133813,0.0,1.0
1.0,5.76,0.08,5.627118644067797,1.72,14.057165118222201,0.0,1.0
1.0,5.76,0.08,5.627118644067797,1.91,14.058030789757524,0.0,1.0
1.0,5.76,0.08,5.627118644067797,2.1,14.058895445243635,0.0,1.0
1.0,5.76,0.08,5.627118644067797,2.29,14.059759216405297,0.0,1.0
1.0,5.76,0.08,5.627118644067797,2.4800000000000004,14.060623291884966,0.0,1.0
1.0,5.76,0.08,5.627118644067797,2.6700000000000004,14.061487671761988,0.0,1.0
1.0,5.76,0.08,5.627118644067797,2.8600000000000003,14.062352356107077,0.0,1.0
1.0,5.76,0.08,5.627118644067797,3.0500000000000003,14.063217344992708,0.0,1.0
1.0,5.76,0.08,5.627118644067797,3.24,14.064082638486894,0.0,1.0
1.0,5.76,0.08,5.627118644067797,3.43,14.064948236666893,0.0,1.0
1.0,5.76,0.08,5.627118644067797,3.62,14.065814139605834,0.0,1.0
1.0,5.76,0.08,5.627118644067797,3.81,14.066680347374167,0.0,1.0
1.0,5.76,0.08,5.627118644067797,4.0,14.067546860044892,0.0,1.0
1.0,5.76,0.08,5.898305084745763,0.2,-13.038186183831364,0.0,0.0
1.0,5.76,0.08,5.898305084745763,0.39,-13.036718904166172,0.0,0.0
1.0,5.76,0.08,5.898305084745763,0.5800000000000001,-13.035251325943428,0.0,0.0
1.0,5.76,0.08,5.898305084745763,0.77,-13.033783990446778,0.0,0.0
1.0,5.76,0.08,5.898305084745763,0.96,-13.032316420181012,0.0,0.0
1.0,5.76,0.08,5.898305084745763,1.15,-13.030849387158916,0.0,0.0
1.0,5.76,0.08,5.898305084745763,1.34,-13.029382278677964,0.0,0.0
1.0,5.76,0.08,5.898305084745763,1.53,-13.027914871799616,0.0,0.0
1.0,5.76,0.08,5.898305084745763,1.72,-13.026447166470142,0.0,0.0
1.0,5.76,0.08,5.898305084745763,1.91,-13.024979162643547,0.0,0.0
1.0,5.76,0.08,5.898305084745763,2.1,-13.02351205437919,0.0,0.0
1.0,5.76,0.08,5.898305084745763,2.29,-13.022045722537882,0.0,0.0
1.0,5.76,0.08,5.898305084745763,2.4800000000000004,-13.020579092519803,0.0,0.0
1.0,5.76,0.08,5.898305084745763,2.6700000000000004,-13.019112164269103,0.0,0.0
1.0,5.76,0.08,5.898305084745763,2.8600000000000003,-13.017644937754476,0.0,0.0
1.0,5.76,0.08,5.898305084745763,3.0500000000000003,-13.016177412907751,0.0,0.0
1.0,5.76,0.08,5.898305084745763,3.24,-13.014709589706662,0.0,0.0
1.0,5.76,0.08,5.898305084745763,3.43,-13.013241468088154,0.0,0.0
1.0,5.76,0.08,5.898305084745763,3.62,-13.01177304801756,0.0,0.0
1.0,5.76,0.08,5.898305084745763,3.81,-13.010304329444338,0.0,0.0
1.0,5.76,0.08,5.898305084745763,4.0,-13.008835312309223,0.0,0.0
1.0,5.76,0.08,6.169491525423729,0.2,-0.6778010181767229,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,0.39,-0.6757765630706558,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,0.5800000000000001,-0.6737519152190714,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,0.77,-0.6717275324987639,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,0.96,-0.6697030109814932,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,1.15,-0.6676790039049791,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,1.34,-0.6656549927786273,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,1.53,-0.663630788950897,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,1.72,-0.6616063924635824,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,1.91,-0.6595818032776748,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,2.1,-0.657558031541214,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,2.29,-0.655534976491353,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,2.4800000000000004,-0.6535117289174224,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,2.6700000000000004,-0.6514882888523061,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,2.8600000000000003,-0.6494646562449731,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,3.0500000000000003,-0.6474408310706536,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,3.24,-0.6454168133139859,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,3.43,-0.6433926029518915,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,3.62,-0.6413681999687668,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,3.81,-0.6393436043151581,0.0,0.017335439040666607
1.0,5.76,0.08,6.169491525423729,4.0,-0.6373188160100653,0.0,0.017335439040666607
1.0,5.76,0.08,6.4406779661016955,0.2,30.244980944223272,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,0.39,30.245059423095768,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,0.5800000000000001,30.245137903849724,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,0.77,30.245216381756286,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,0.96,30.24529486085016,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,1.15,30.245373334534406,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,1.34,30.245451808173954,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,1.53,30.24553028349321,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,1.72,30.245608760729965,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,1.91,30.245687239837004,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,2.1,30.245765710272565,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,2.29,30.24584417319776,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,2.4800000000000004,30.245922637920017,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,2.6700000000000004,30.246001104505872,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,2.8600000000000003,30.246079572944744,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,3.0500000000000003,30.246158043206734,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,3.24,30.246236515321748,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,3.43,30.246314989308843,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,3.62,30.246393465132073,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,3.81,30.246471942764977,0.0,0.00014565889088272356
1.0,5.76,0.08,6.4406779661016955,4.0,30.24655042227532,0.0,0.00014565889088272356
1.0,5.76,0.08,6.711864406779661,0.2,-0.21506689035745552,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,0.39,-0.21504736030247074,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,0.5800000000000001,-0.21502782975811385,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,0.77,-0.2150082997991163,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,0.96,-0.21498876991786986,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,1.15,-0.21496924125160888,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,1.34,-0.2149497127326221,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,1.53,-0.21493018403095832,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,1.72,-0.2149106550837736,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,1.91,-0.2148911258333115,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,2.1,-0.21487159856048876,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,2.29,-0.2148520730258774,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,2.4800000000000004,-0.21483254719030143,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,2.6700000000000004,-0.2148130211527608,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,2.8600000000000003,-0.21479349485131038,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,3.0500000000000003,-0.2147739683180312,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,3.24,-0.21475444151986167,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,3.43,-0.2147349144493056,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,3.62,-0.21471538712178173,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,3.81,-0.21469585958978854,0.0,1.944616747494886e-07
1.0,5.76,0.08,6.711864406779661,4.0,-0.21467633176576584,0.0,1.944616747494886e-07
1.0,5.76,0.12,5.627118644067797,0.2,14.050244371755156,0.0,1.0
1.0,5.76,0.12,5.627118644067797,0.39,14.051109446753273,0.0,1.0
1.0,5.76,0.12,5.627118644067797,0.5800000000000001,14.05197482628774,0.0,1.0
1.0,5.76,0.12,5.627118644067797,0.77,14.052839911789711,0.0,1.0
1.0,5.76,0.12,5.627118644067797,0.96,14.053705231426115,0.0,1.0
1.0,5.76,0.12,5.627118644067797,1.15,14.054569931262343,0.0,1.0
1.0,5.76,0.12,5.627118644067797,1.34,14.055434689048418,0.0,1.0
1.0,5.76,0.12,5.627118644067797,1.53,14.05629975133813,0.0,1.0
1.0,5.76,0.12,5.627118644067797,1.72,14.057165118222201,0.0,1.0
1.0,5.76,0.12,5.627118644067797,1.91,14.058030789757524,0.0,1.0
1.0,5.76,0.12,5.627118644067797,2.1,14.058895445243635,0.0,1.0
1.0,5.76,0.12,5.627118644067797,2.29,14.059759216405297,0.0,1.0
1.0,5.76,0.12,5.627118644067797,2.4800000000000004,14.060623291884966,0.0,1.0
1.0,5.76,0.12,5.627118644067797,2.6700000000000004,14.061487671761988,0.0,1.0
1.0,5.76,0.12,5.627118644067797,2.8600000000000003,14.062352356107077,0.0,1.0
1.0,5.76,0.12,5.627118644067797,3.0500000000000003,14.063217344992708,0.0,1.0
1.0,5.76,0.12,5.627118644067797,3.24,14.064082638486894,0.0,1.0
1.0,5.76,0.12,5.627118644067797,3.43,14.064948236666893,0.0,1.0
1.0,5.76,0.12,5.627118644067797,3.62,14.065814139605834,0.0,1.0
1.0,5.76,0.12,5.627118644067797,3.81,14.066680347374167,0.0,1.0
1.0,5.76,0.12,5.627118644067797,4.0,14.067546860044892,0.0,1.0
1.0,5.76,0.12,5.898305084745763,0.2,-13.038186183831364,0.0,0.0
1.0,5.76,0.12,5.898305084745763,0.39,-13.036718904166172,0.0,0.0
1.0,5.76,0.12,5.898305084745763,0.5800000000000001,-13.035251325943428,0.0,0.0
1.0,5.76,0.12,5.898305084745763,0.77,-13.033783990446778,0.0,0.0
1.0,5.76,0.12,5.898305084745763,0.96,-13.032316420181012,0.0,0.0
1.0,5.76,0.12,5.898305084745763,1.15,-13.030849387158916,0.0,0.0
1.0,5.76,0.12,5.898305084745763,1.34,-13.029382278677964,0.0,0.0
1.0,5.76,0.12,5.898305084745763,1.53,-13.027914871799616,0.0,0.0
1.0,5.76,0.12,5.898305084745763,1.72,-13.026447166470142,0.0,0.0
1.0,5.76,0.12,5.898305084745763,1.91,-13.024979162643547,0.0,0.0
1.0,5.76,0.12,5.898305084745763,2.1,-13.02351205437919,0.0,0.0
1.0,5.76,0.12,5.898305084745763,2.29,-13.022045722537882,0.0,0.0
1.0,5.76,0.12,5.898305084745763,2.4800000000000004,-13.020579092519803,0.0,0.0
1.0,5.76,0.12,5.898305084745763,2.6700000000000004,-13.019112164269103,0.0,0.0
1.0,5.76,0.12,5.898305084745763,2.8600000000000003,-13.017644937754476,0.0,0.0
1.0,5.76,0.12,5.898305084745763,3.0500000000000003,-13.016177412907751,0.0,0.0
1.0,5.76,0.12,5.898305084745763,3.24,-13.014709589706662,0.0,0.0
1.0,5.76,0.12,5.898305084745763,3.43,-13.013241468088154,0.0,0.0
1.0,5.76,0.12,5.898305084745763,3.62,-13.01177304801756,0.0,0.0
1.0,5.76,0.12,5.898305084745763,3.81,-13.010304329444338,0.0,0.0
1.0,5.76,0.12,5.898305084745763,4.0,-13.008835312309223,0.0,0.0
1.0,5.76,0.12,6.169491525423729,0.2,-0.7861312001658121,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,0.39,-0.7841105387277025,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,0.5800000000000001,-0.7820896848268148,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,0.77,-0.7800690956523368,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,0.96,-0.7780483678828602,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,1.15,-0.7760281537753002,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,1.34,-0.7740079356175329,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,1.53,-0.7719875250408847,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,1.72,-0.7699669220873346,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,1.91,-0.7679461267178311,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,2.1,-0.7659261475641728,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,2.29,-0.7639068840150003,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,2.4800000000000004,-0.7618874282240427,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,2.6700000000000004,-0.7598677802242548,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,2.8600000000000003,-0.7578479399646483,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,3.0500000000000003,-0.7558279074204677,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,3.24,-0.7538076825763937,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,3.43,-0.7517872654093338,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,3.62,-0.7497666559037981,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,3.81,-0.7477458540103044,0.0,0.0006954937712581773
1.0,5.76,0.12,6.169491525423729,4.0,-0.7457248597479378,0.0,0.0006954937712581773
1.0,5.76,0.12,6.4406779661016955,0.2,30.244974215647915,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,0.39,30.245052694502874,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,0.5800000000000001,30.245131175239337,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,0.77,30.245209653128406,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,0.96,30.245288132204784,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,1.15,30.245366605871553,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,1.34,30.245445079493606,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,1.53,30.24552355479537,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,1.72,30.24560203201463,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,1.91,30.24568051110419,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,2.1,30.245758981522258,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,2.29,30.245837444429917,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,2.4800000000000004,30.24591590913471,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,2.6700000000000004,30.24599437570307,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,2.8600000000000003,30.24607284412445,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,3.0500000000000003,30.246151314368944,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,3.24,30.24622978646648,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,3.43,30.24630826043608,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,3.62,30.24638673624183,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,3.81,30.246465213857213,0.0,0.00014469471201895278
1.0,5.76,0.12,6.4406779661016955,4.0,30.24654369335009,0.0,0.00014469471201895278
1.0,5.76,0.12,6.711864406779661,0.2,-0.21506689035805238,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,0.39,-0.2150473603030676,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,0.5800000000000001,-0.2150278297587107,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,0.77,-0.21500829979971314,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,0.96,-0.21498876991846672,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,1.15,-0.21496924125220573,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,1.34,-0.21494971273321895,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,1.53,-0.21493018403156583,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,1.72,-0.21491065508437046,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,1.91,-0.21489112583390835,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,2.1,-0.21487159856108562,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,2.29,-0.21485207302647424,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,2.4800000000000004,-0.21483254719089473,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,2.6700000000000004,-0.21481302115335765,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,2.8600000000000003,-0.2147934948519108,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,3.0500000000000003,-0.21477396831862805,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,3.24,-0.21475444152045853,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,3.43,-0.21473491444990245,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,3.62,-0.2147153871223786,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,3.81,-0.2146958595903854,0.0,1.9446139052000917e-07
1.0,5.76,0.12,6.711864406779661,4.0,-0.21467633176635914,0.0,1.9446139052000917e-07
1.0,5.76,0.16,5.627118644067797,0.2,14.050244371755156,0.0,1.0
1.0,5.76,0.16,5.627118644067797,0.39,14.051109446753273,0.0,1.0
1.0,5.76,0.16,5.627118644067797,0.5800000000000001,14.05197482628774,0.0,1.0
1.0,5.76,0.16,5.627118644067797,0.77,14.052839911789711,0.0,1.0
1.0,5.76,0.16,5.627118644067797,0.96,14.053705231426115,0.0,1.0
1.0,5.76,0.16,5.627118644067797,1.15,14.054569931262343,0.0,1.0
1.0,5.76,0.16,5.627118644067797,1.34,14.055434689048418,0.0,1.0
1.0,5.76,0.16,5.627118644067797,1.53,14.05629975133813,0.0,1.0
1.0,5.76,0.16,5.627118644067797,1.72,14.057165118222201,0.0,1.0
1.0,5.76,0.16,5.627118644067797,1.91,14.058030789757524,0.0,1.0
1.0,5.76,0.16,5.627118644067797,2.1,14.058895445243635,0.0,1.0
1.0,5.76,0.16,5.627118644067797,2.29,14.059759216405297,0.0,1.0
1.0,5.76,0.16,5.627118644067797,2.4800000000000004,14.060623291884966,0.0,1.0
1.0,5.76,0.16,5.627118644067797,2.6700000000000004,14.061487671761988,0.0,1.0
1.0,5.76,0.16,5.627118644067797,2.8600000000000003,14.062352356107077,0.0,1.0
1.0,5.76,0.16,5.627118644067797,3.0500000000000003,14.063217344992708,0.0,1.0
1.0,5.76,0.16,5.627118644067797,3.24,14.064082638486894,0.0,1.0
1.0,5.76,0.16,5.627118644067797,3.43,14.064948236666893,0.0,1.0
1.0,5.76,0.16,5.627118644067797,3.62,14.065814139605834,0.0,1.0
1.0,5.76,0.16,5.627118644067797,3.81,14.066680347374167,0.0,1.0
1.0,5.76,0.16,5.627118644067797,4.0,14.067546860044892,0.0,1.0
1.0,5.76,0.16,5.898305084745763,0.2,-13.038186183831364,0.0,0.0
1.0,5.76,0.16,5.898305084745763,0.39,-13.036718904166172,0.0,0.0
1.0,5.76,0.16,5.898305084745763,0.5800000000000001,-13.035251325943428,0.0,0.0
1.0,5.76,0.16,5.898305084745763,0.77,-13.033783990446778,0.0,0.0
