D,eta,coeff_l1,coeff_l2,parent_kernel_k_part,parent_kernel_g_schur,parent_kernel_s_part,parent_kernel_s_schur,parent_kernel_response_action,parent_kernel_response_weight,parent_kernel_cross_xi,parent_kernel_coeff_share,parent_kernel_tree_share,eymh_parented_prefactor_diag
12.0,0.5800000000000001,0.5221459156266853,0.3475023919986574,1.5025678316156819,1.6621248456924773,0.40717553224224756,0.5080968113572328,0.9152723435994804,0.6327776566877468,0.13324068086102867,0.4448681696651658,0.5551318303348343,0.0457444390761541
12.8,0.5800000000000001,0.4340747133918953,0.284087116454483,1.5279633895732954,1.710466919976333,0.42393573075394975,0.5367663858602256,0.9607021166141754,0.6185662008817291,0.14352251695019655,0.44127698213889255,0.5587230178611075,0.0392926695816402
13.6,0.5800000000000001,0.4287141058671819,0.2799049152984935,1.5316419342261165,1.611565673744198,0.4263403196051111,0.4772061746196337,0.9035464942247449,0.6364984812315331,0.1317216232219222,0.4718521098030676,0.5281478901969323,0.0396207147568535
14.4,0.5800000000000001,0.4446009015160165,0.2908026761632466,1.5288748624391366,1.5816925196641498,0.4245320808501668,0.458495488674833,0.8830275695249998,0.6430622261091986,0.12721912480271705,0.4807687726879604,0.5192312273120395,0.0396859720081252
15.2,0.5800000000000001,0.4601552854202659,0.3015134153076025,1.5261519456798223,1.6482190155803225,0.4227494991241369,0.4996953204607429,0.9224448195848798,0.6305124296637853,0.13558768717289055,0.4582924529993928,0.5417075470006072,0.0417237648573981
16.0,0.5800000000000001,0.4760490655578193,0.3127084632839413,1.5223414824099712,1.5955157136504576,0.420249598537704,0.4671970154187549,0.887446613956459,0.6416429343902194,0.12806621536388976,0.4735491599479164,0.5264508400520835,0.043503074629235
16.8,0.5800000000000001,0.4911538066157465,0.3230784583082524,1.5202307488638929,1.5615203171497525,0.41886213179953374,0.4456599089594255,0.8645220407589592,0.6490399419212085,0.12305643834295368,0.4845013915802736,0.5154986084197264,0.0431099782091254
17.6,0.5800000000000001,0.4410367983505291,0.2876304861315658,1.5333451063625898,1.5353027450111023,0.42745169286002205,0.42872758961253354,0.8561792824725556,0.6517529882364432,0.12127571595302501,0.49925488926289663,0.5007451107371034,0.0407600933091185
18.4,0.5800000000000001,0.4179237790947546,0.2712877898789954,1.5405182049703174,1.4272097161359025,0.43211885655718146,0.3557212906510839,0.7878401472082653,0.6744079570837193,0.10502599838694987,0.5484854485880255,0.4515145514119745,0.0395745521139277
19.200000000000003,0.5800000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.5800000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.77,0.5364584592089878,0.3835708045628055,1.3985904370913835,1.8376956360449985,0.3354648987777554,0.6085124150333936,0.943977313811149,0.6237605882528755,0.12991191646552558,0.35537389921307805,0.644626100786922,0.0433249215823191
4.8,0.77,0.5497110230148701,0.3964740029090691,1.3864995409067105,1.7723477072370981,0.3267822549569517,0.5723050559794318,0.8990873109363835,0.6379191961453304,0.12147675612764783,0.3634599787829435,0.6365400212170564,0.0392194791398549
5.6,0.77,0.5468249482554217,0.3979739676089307,1.3740219028415432,2.0623426275300774,0.3177421346058121,0.7238425345119694,1.0415846691177815,0.5940496753630209,0.14021909812623726,0.3050564625484921,0.6949435374515079,0.0448967473081261
6.4,0.77,0.5249814217903723,0.372655496103476,1.408758027936343,1.8684121176097839,0.34270848497945783,0.6250889351791542,0.967797420158612,0.6163756313893191,0.13485997999203345,0.35411179844154933,0.6458882015584507,0.0493701299210554
