D,i,j,lambda_i,lambda_j,A_ij,abs_A_ij,gap_abs
9.6,7,8,1.703949594955818,2.0216564806928283,-8.051489137075293e-18,8.051489137075293e-18,0.3177068857370102
9.6,8,1,2.0216564806928283,0.6971714776157556,7.016848920679342e-16,7.016848920679342e-16,1.3244850030770727
9.6,8,2,2.0216564806928283,0.7660466728709519,0.0038501627468614367,0.0038501627468614367,1.2556098078218765
9.6,8,3,2.0216564806928283,0.8583549285020677,8.848761450895521e-17,8.848761450895521e-17,1.1633015521907606
9.6,8,4,2.0216564806928283,1.0061799979153507,0.0006669134274849287,0.0006669134274849287,1.0154764827774776
9.6,8,5,2.0216564806928283,1.2019778770402858,-9.806933813057359e-17,9.806933813057359e-17,0.8196786036525425
9.6,8,6,2.0216564806928283,1.4323791014941958,-0.003135391688255645,0.003135391688255645,0.5892773791986325
9.6,8,7,2.0216564806928283,1.703949594955818,-8.010755244959252e-18,8.010755244959252e-18,0.3177068857370102
9.6,8,8,2.0216564806928283,2.0216564806928283,-0.001671649858892867,0.001671649858892867,0.0
10.4,1,1,0.6931953315764114,0.6931953315764114,-0.003060167368660312,0.003060167368660312,0.0
10.4,1,2,0.6931953315764114,0.7593397162358342,-7.141697055266267e-06,7.141697055266267e-06,0.06614438465942274
10.4,1,3,0.6931953315764114,0.8449575346912694,-0.003021853590163954,0.003021853590163954,0.151762203114858
10.4,1,4,0.6931953315764114,0.9803008679828751,-5.626235431902264e-07,5.626235431902264e-07,0.28710553640646364
10.4,1,5,0.6931953315764114,1.1627730563174654,0.0018357339248696368,0.0018357339248696368,0.46957772474105397
10.4,1,6,0.6931953315764114,1.3781326315411502,1.6644654370275843e-05,1.6644654370275843e-05,0.6849372999647387
10.4,1,7,0.6931953315764114,1.629816477910516,-0.0036184154983322815,0.0036184154983322815,0.9366211463341045
10.4,1,8,0.6931953315764114,1.9242583679662544,8.265317571610728e-06,8.265317571610728e-06,1.231063036389843
10.4,2,1,0.7593397162358342,0.6931953315764114,-7.1416970552664196e-06,7.1416970552664196e-06,0.06614438465942274
10.4,2,2,0.7593397162358342,0.7593397162358342,0.0005573828921775646,0.0005573828921775646,0.0
10.4,2,3,0.7593397162358342,0.8449575346912694,7.5423150462355196e-06,7.5423150462355196e-06,0.08561781845543526
10.4,2,4,0.7593397162358342,0.9803008679828751,-0.0051122198230196415,0.0051122198230196415,0.2209611517470409
10.4,2,5,0.7593397162358342,1.1627730563174654,1.6492090805816555e-05,1.6492090805816555e-05,0.40343334008163123
10.4,2,6,0.7593397162358342,1.3781326315411502,-0.001864252852895993,0.001864252852895993,0.618792915305316
10.4,2,7,0.7593397162358342,1.629816477910516,9.566046117726975e-06,9.566046117726975e-06,0.8704767616746818
10.4,2,8,0.7593397162358342,1.9242583679662544,0.004451016007110087,0.004451016007110087,1.1649186517304202
10.4,3,1,0.8449575346912694,0.6931953315764114,-0.003021853590163954,0.003021853590163954,0.151762203114858
10.4,3,2,0.8449575346912694,0.7593397162358342,7.542315046235643e-06,7.542315046235643e-06,0.08561781845543526
10.4,3,3,0.8449575346912694,0.8449575346912694,0.0026263313064346532,0.0026263313064346532,0.0
10.4,3,4,0.8449575346912694,0.9803008679828751,1.4748359694909725e-05,1.4748359694909725e-05,0.13534333329160564
10.4,3,5,0.8449575346912694,1.1627730563174654,-0.0012890048034818443,0.0012890048034818443,0.317815521626196
10.4,3,6,0.8449575346912694,1.3781326315411502,-8.502635956493444e-06,8.502635956493444e-06,0.5331750968498807
10.4,3,7,0.8449575346912694,1.629816477910516,0.002674929332142482,0.002674929332142482,0.7848589432192465
10.4,3,8,0.8449575346912694,1.9242583679662544,-1.3216770576327307e-05,1.3216770576327307e-05,1.079300833274985
10.4,4,1,0.9803008679828751,0.6931953315764114,-5.626235431902223e-07,5.626235431902223e-07,0.28710553640646364
10.4,4,2,0.9803008679828751,0.7593397162358342,-0.0051122198230196415,0.0051122198230196415,0.2209611517470409
10.4,4,3,0.9803008679828751,0.8449575346912694,1.4748359694909769e-05,1.4748359694909769e-05,0.13534333329160564
10.4,4,4,0.9803008679828751,0.9803008679828751,-0.0017335117307063568,0.0017335117307063568,0.0
10.4,4,5,0.9803008679828751,1.1627730563174654,-2.6314347075705073e-06,2.6314347075705073e-06,0.18247218833459034
10.4,4,6,0.9803008679828751,1.3781326315411502,-0.0006208912636566705,0.0006208912636566705,0.3978317635582751
10.4,4,7,0.9803008679828751,1.629816477910516,1.1774445739298236e-05,1.1774445739298236e-05,0.6495156099276409
10.4,4,8,0.9803008679828751,1.9242583679662544,0.0006065656863509702,0.0006065656863509702,0.9439574999833793
10.4,5,1,1.1627730563174654,0.6931953315764114,0.0018357339248696372,0.0018357339248696372,0.46957772474105397
10.4,5,2,1.1627730563174654,0.7593397162358342,1.6492090805816643e-05,1.6492090805816643e-05,0.40343334008163123
10.4,5,3,1.1627730563174654,0.8449575346912694,-0.001289004803481844,0.001289004803481844,0.317815521626196
10.4,5,4,1.1627730563174654,0.9803008679828751,-2.6314347075705323e-06,2.6314347075705323e-06,0.18247218833459034
10.4,5,5,1.1627730563174654,1.1627730563174654,-0.0023448988963786547,0.0023448988963786547,0.0
10.4,5,6,1.1627730563174654,1.3781326315411502,-1.8462531585886164e-05,1.8462531585886164e-05,0.21535957522368476
10.4,5,7,1.1627730563174654,1.629816477910516,0.003852894467689589,0.003852894467689589,0.46704342159305057
10.4,5,8,1.1627730563174654,1.9242583679662544,-4.5816126136151215e-06,4.5816126136151215e-06,0.761485311648789
10.4,6,1,1.3781326315411502,0.6931953315764114,1.6644654370275863e-05,1.6644654370275863e-05,0.6849372999647387
10.4,6,2,1.3781326315411502,0.7593397162358342,-0.0018642528528959933,0.0018642528528959933,0.618792915305316
10.4,6,3,1.3781326315411502,0.8449575346912694,-8.502635956493441e-06,8.502635956493441e-06,0.5331750968498807
10.4,6,4,1.3781326315411502,0.9803008679828751,-0.0006208912636566706,0.0006208912636566706,0.3978317635582751
10.4,6,5,1.3781326315411502,1.1627730563174654,-1.8462531585886296e-05,1.8462531585886296e-05,0.21535957522368476
10.4,6,6,1.3781326315411502,1.3781326315411502,0.000947094081022967,0.000947094081022967,0.0
10.4,6,7,1.3781326315411502,1.629816477910516,-1.499875272823071e-06,1.499875272823071e-06,0.2516838463693658
10.4,6,8,1.3781326315411502,1.9242583679662544,-0.0036510851382450795,0.0036510851382450795,0.5461257364251042
10.4,7,1,1.629816477910516,0.6931953315764114,-0.0036184154983322815,0.0036184154983322815,0.9366211463341045
10.4,7,2,1.629816477910516,0.7593397162358342,9.566046117726862e-06,9.566046117726862e-06,0.8704767616746818
10.4,7,3,1.629816477910516,0.8449575346912694,0.0026749293321424823,0.0026749293321424823,0.7848589432192465
10.4,7,4,1.629816477910516,0.9803008679828751,1.1774445739298236e-05,1.1774445739298236e-05,0.6495156099276409
10.4,7,5,1.629816477910516,1.1627730563174654,0.0038528944676895884,0.0038528944676895884,0.46704342159305057
10.4,7,6,1.629816477910516,1.3781326315411502,-1.4998752728230085e-06,1.4998752728230085e-06,0.2516838463693658
10.4,7,7,1.629816477910516,1.629816477910516,0.000766699819600595,0.000766699819600595,0.0
10.4,7,8,1.629816477910516,1.9242583679662544,-1.4834414738293019e-05,1.4834414738293019e-05,0.2944418900557384
10.4,8,1,1.9242583679662544,0.6931953315764114,8.265317571610674e-06,8.265317571610674e-06,1.231063036389843
10.4,8,2,1.9242583679662544,0.7593397162358342,0.004451016007110087,0.004451016007110087,1.1649186517304202
10.4,8,3,1.9242583679662544,0.8449575346912694,-1.3216770576327306e-05,1.3216770576327306e-05,1.079300833274985
10.4,8,4,1.9242583679662544,0.9803008679828751,0.0006065656863509702,0.0006065656863509702,0.9439574999833793
10.4,8,5,1.9242583679662544,1.1627730563174654,-4.581612613615193e-06,4.581612613615193e-06,0.761485311648789
10.4,8,6,1.9242583679662544,1.3781326315411502,-0.003651085138245079,0.003651085138245079,0.5461257364251042
10.4,8,7,1.9242583679662544,1.629816477910516,-1.4834414738292982e-05,1.4834414738292982e-05,0.2944418900557384
10.4,8,8,1.9242583679662544,1.9242583679662544,-0.0014595594068874465,0.0014595594068874465,0.0
11.2,1,1,0.6895727290607241,0.6895727290607241,-0.0029547471467711653,0.0029547471467711653,0.0
11.2,1,2,0.6895727290607241,0.7533412727177156,-6.014779454365143e-06,6.014779454365143e-06,0.06376854365699147
11.2,1,3,0.6895727290607241,0.8335422519453772,0.0025139817395297714,0.0025139817395297714,0.14396952288465314
11.2,1,4,0.6895727290607241,0.9580007004141282,8.164954681779332e-07,8.164954681779332e-07,0.2684279713534041
11.2,1,5,0.6895727290607241,1.1284751217484938,0.0022163818254789373,0.0022163818254789373,0.43890239268776976
11.2,1,6,0.6895727290607241,1.3309859787755656,1.5414886148761847e-05,1.5414886148761847e-05,0.6414132497148415
11.2,1,7,0.6895727290607241,1.5658701638189956,0.003082132100718077,0.003082132100718077,0.8762974347582715
11.2,1,8,0.6895727290607241,1.8399250227639226,-3.464430565769976e-06,3.464430565769976e-06,1.1503522937031985
11.2,2,1,0.7533412727177156,0.6895727290607241,-6.01477945436517e-06,6.01477945436517e-06,0.06376854365699147
11.2,2,2,0.7533412727177156,0.7533412727177156,0.0001380408811907392,0.0001380408811907392,0.0
11.2,2,3,0.7533412727177156,0.8335422519453772,-9.029835464148497e-06,9.029835464148497e-06,0.08020097922766167
11.2,2,4,0.7533412727177156,0.9580007004141282,-0.00509047397596191,0.00509047397596191,0.20465942769641265
11.2,2,5,0.7533412727177156,1.1284751217484938,1.3654373963324051e-05,1.3654373963324051e-05,0.3751338490307783
11.2,2,6,0.7533412727177156,1.3309859787755656,-0.0009364096789178745,0.0009364096789178745,0.57764470605785
11.2,2,7,0.7533412727177156,1.5658701638189956,-1.407466957169444e-05,1.407466957169444e-05,0.81252889110128
11.2,2,8,0.7533412727177156,1.8399250227639226,-0.004765046035958506,0.004765046035958506,1.086583750046207
11.2,3,1,0.8335422519453772,0.6895727290607241,0.002513981739529772,0.002513981739529772,0.14396952288465314
11.2,3,2,0.8335422519453772,0.7533412727177156,-9.029835464148658e-06,9.029835464148658e-06,0.08020097922766167
11.2,3,3,0.8335422519453772,0.8335422519453772,0.0027193364387253023,0.0027193364387253023,0.0
11.2,3,4,0.8335422519453772,0.9580007004141282,-1.2797387876097336e-05,1.2797387876097336e-05,0.12445844846875098
11.2,3,5,0.8335422519453772,1.1284751217484938,0.0018126238323704945,0.0018126238323704945,0.2949328698031166
11.2,3,6,0.8335422519453772,1.3309859787755656,1.1852162813257177e-05,1.1852162813257177e-05,0.49744372683018834
11.2,3,7,0.8335422519453772,1.5658701638189956,0.002599827409478002,0.002599827409478002,0.7323279118736183
11.2,3,8,0.8335422519453772,1.8399250227639226,-1.0215990406625272e-05,1.0215990406625272e-05,1.0063827708185453
11.2,4,1,0.9580007004141282,0.6895727290607241,8.164954681779691e-07,8.164954681779691e-07,0.2684279713534041
11.2,4,2,0.9580007004141282,0.7533412727177156,-0.005090473975961911,0.005090473975961911,0.20465942769641265
11.2,4,3,0.9580007004141282,0.8335422519453772,-1.2797387876097338e-05,1.2797387876097338e-05,0.12445844846875098
11.2,4,4,0.9580007004141282,0.9580007004141282,-0.0010666484516374615,0.0010666484516374615,0.0
11.2,4,5,0.9580007004141282,1.1284751217484938,-6.597271015369704e-06,6.597271015369704e-06,0.17047442133436563
11.2,4,6,0.9580007004141282,1.3309859787755656,-0.00021569299240738454,0.00021569299240738454,0.37298527836143736
11.2,4,7,0.9580007004141282,1.5658701638189956,-1.0480254411094606e-05,1.0480254411094606e-05,0.6078694634048674
11.2,4,8,0.9580007004141282,1.8399250227639226,-0.0003488848964481738,0.0003488848964481738,0.8819243223497943
11.2,5,1,1.1284751217484938,0.6895727290607241,0.0022163818254789373,0.0022163818254789373,0.43890239268776976
11.2,5,2,1.1284751217484938,0.7533412727177156,1.3654373963324215e-05,1.3654373963324215e-05,0.3751338490307783
11.2,5,3,1.1284751217484938,0.8335422519453772,0.0018126238323704945,0.0018126238323704945,0.2949328698031166
11.2,5,4,1.1284751217484938,0.9580007004141282,-6.597271015369708e-06,6.597271015369708e-06,0.17047442133436563
11.2,5,5,1.1284751217484938,1.1284751217484938,-0.002649069079886438,0.002649069079886438,0.0
11.2,5,6,1.1284751217484938,1.3309859787755656,-1.6093363954247348e-05,1.6093363954247348e-05,0.20251085702707172
11.2,5,7,1.1284751217484938,1.5658701638189956,-0.0031335697336632826,0.0031335697336632826,0.4373950420705017
11.2,5,8,1.1284751217484938,1.8399250227639226,-2.040032108733448e-06,2.040032108733448e-06,0.7114499010154287
11.2,6,1,1.3309859787755656,0.6895727290607241,1.5414886148761715e-05,1.5414886148761715e-05,0.6414132497148415
11.2,6,2,1.3309859787755656,0.7533412727177156,-0.0009364096789178746,0.0009364096789178746,0.57764470605785
11.2,6,3,1.3309859787755656,0.8335422519453772,1.1852162813257147e-05,1.1852162813257147e-05,0.49744372683018834
11.2,6,4,1.3309859787755656,0.9580007004141282,-0.0002156929924073845,0.0002156929924073845,0.37298527836143736
11.2,6,5,1.3309859787755656,1.1284751217484938,-1.6093363954247375e-05,1.6093363954247375e-05,0.20251085702707172
11.2,6,6,1.3309859787755656,1.3309859787755656,0.00033094671033177987,0.00033094671033177987,0.0
11.2,6,7,1.3309859787755656,1.5658701638189956,7.860057967875765e-06,7.860057967875765e-06,0.23488418504343
11.2,6,8,1.3309859787755656,1.8399250227639226,0.003960403723124899,0.003960403723124899,0.508939043988357
11.2,7,1,1.5658701638189956,0.6895727290607241,0.0030821321007180767,0.0030821321007180767,0.8762974347582715
11.2,7,2,1.5658701638189956,0.7533412727177156,-1.4074669571694518e-05,1.4074669571694518e-05,0.81252889110128
11.2,7,3,1.5658701638189956,0.8335422519453772,0.0025998274094780026,0.0025998274094780026,0.7323279118736183
11.2,7,4,1.5658701638189956,0.9580007004141282,-1.0480254411094645e-05,1.0480254411094645e-05,0.6078694634048674
11.2,7,5,1.5658701638189956,1.1284751217484938,-0.0031335697336632826,0.0031335697336632826,0.4373950420705017
11.2,7,6,1.5658701638189956,1.3309859787755656,7.860057967875887e-06,7.860057967875887e-06,0.23488418504343
11.2,7,7,1.5658701638189956,1.5658701638189956,0.0011905911174473513,0.0011905911174473513,0.0
11.2,7,8,1.5658701638189956,1.8399250227639226,-1.3815184381144527e-05,1.3815184381144527e-05,0.274054858944927
11.2,8,1,1.8399250227639226,0.6895727290607241,-3.464430565769949e-06,3.464430565769949e-06,1.1503522937031985
11.2,8,2,1.8399250227639226,0.7533412727177156,-0.004765046035958506,0.004765046035958506,1.086583750046207
11.2,8,3,1.8399250227639226,0.8335422519453772,-1.0215990406625291e-05,1.0215990406625291e-05,1.0063827708185453
11.2,8,4,1.8399250227639226,0.9580007004141282,-0.0003488848964481736,0.0003488848964481736,0.8819243223497943
11.2,8,5,1.8399250227639226,1.1284751217484938,-2.0400321087333865e-06,2.0400321087333865e-06,0.7114499010154287
11.2,8,6,1.8399250227639226,1.3309859787755656,0.003960403723124899,0.003960403723124899,0.508939043988357
11.2,8,7,1.8399250227639226,1.5658701638189956,-1.3815184381144544e-05,1.3815184381144544e-05,0.274054858944927
11.2,8,8,1.8399250227639226,1.8399250227639226,-0.0009808019008459307,0.0009808019008459307,0.0
12.0,1,1,0.6861864751124938,0.6861864751124938,-0.002829576305105224,0.002829576305105224,0.0
12.0,1,2,0.6861864751124938,0.7475102882143452,-1.3623950249335694e-16,1.3623950249335694e-16,0.06132381310185142
12.0,1,3,0.6861864751124938,0.8228303945121627,-0.0020612947151498386,0.0020612947151498386,0.1366439193996689
12.0,1,4,0.6861864751124938,0.9373178725770765,-2.6046624109301638e-17,2.6046624109301638e-17,0.2511313974645828
12.0,1,5,0.6861864751124938,1.0961971829865766,0.0024480129468726327,0.0024480129468726327,0.4100107078740829
12.0,1,6,0.6861864751124938,1.286523689813659,1.8140233219854732e-17,1.8140233219854732e-17,0.6003372147011652
12.0,1,7,0.6861864751124938,1.5060471875221655,0.002513960153024266,0.002513960153024266,0.8198607124096717
12.0,1,8,0.6861864751124938,1.761055626447907,2.1910327937470997e-17,2.1910327937470997e-17,1.0748691513354132
12.0,2,1,0.7475102882143452,0.6861864751124938,-1.3626689517309434e-16,1.3626689517309434e-16,0.06132381310185142
12.0,2,2,0.7475102882143452,0.7475102882143452,-0.0002308887954782334,0.0002308887954782334,0.0
12.0,2,3,0.7475102882143452,0.8228303945121627,1.301781826164511e-16,1.301781826164511e-16,0.07532010629781749
12.0,2,4,0.7475102882143452,0.9373178725770765,-0.004957436189044109,0.004957436189044109,0.18980758436273137
12.0,2,5,0.7475102882143452,1.0961971829865766,-1.2079813059583155e-16,1.2079813059583155e-16,0.34868689477223147
12.0,2,6,0.7475102882143452,1.286523689813659,9.969310913239872e-05,9.969310913239872e-05,0.5390134015993138
12.0,2,7,0.7475102882143452,1.5060471875221655,5.673121124856229e-17,5.673121124856229e-17,0.7585368993078203
12.0,2,8,0.7475102882143452,1.761055626447907,0.004794103543787243,0.004794103543787243,1.0135453382335617
12.0,3,1,0.8228303945121627,0.6861864751124938,-0.0020612947151498386,0.0020612947151498386,0.1366439193996689
12.0,3,2,0.8228303945121627,0.7475102882143452,1.3026824574816115e-16,1.3026824574816115e-16,0.07532010629781749
12.0,3,3,0.8228303945121627,0.8228303945121627,0.002701002572120556,0.002701002572120556,0.0
12.0,3,4,0.8228303945121627,0.9373178725770765,1.9915300054275188e-16,1.9915300054275188e-16,0.11448747806491388
12.0,3,5,0.8228303945121627,1.0961971829865766,-0.0022881843145726648,0.0022881843145726648,0.273366788474414
12.0,3,6,0.8228303945121627,1.286523689813659,3.472399274247366e-17,3.472399274247366e-17,0.4636932953014963
12.0,3,7,0.8228303945121627,1.5060471875221655,-0.0023675172389014793,0.0023675172389014793,0.6832167930100028
12.0,3,8,0.8228303945121627,1.761055626447907,-1.6749298949115584e-17,1.6749298949115584e-17,0.9382252319357443
12.0,4,1,0.9373178725770765,0.6861864751124938,-2.6093197689738418e-17,2.6093197689738418e-17,0.2511313974645828
12.0,4,2,0.9373178725770765,0.7475102882143452,-0.004957436189044109,0.004957436189044109,0.18980758436273137
12.0,4,3,0.9373178725770765,0.8228303945121627,1.9914399924889737e-16,1.9914399924889737e-16,0.11448747806491388
12.0,4,4,0.9373178725770765,0.9373178725770765,-0.0004379506869498794,0.0004379506869498794,0.0
12.0,4,5,0.9373178725770765,1.0961971829865766,-1.1571821842061114e-16,1.1571821842061114e-16,0.1588793104095001
12.0,4,6,0.9373178725770765,1.286523689813659,1.7997639809837103e-05,1.7997639809837103e-05,0.3492058172365824
12.0,4,7,0.9373178725770765,1.5060471875221655,-4.9649505597446666e-17,4.9649505597446666e-17,0.5687293149450889
12.0,4,8,0.9373178725770765,1.761055626447907,1.482851538327499e-05,1.482851538327499e-05,0.8237377538708304
12.0,5,1,1.0961971829865766,0.6861864751124938,0.0024480129468726327,0.0024480129468726327,0.4100107078740829
12.0,5,2,1.0961971829865766,0.7475102882143452,-1.2075124753483584e-16,1.2075124753483584e-16,0.34868689477223147
12.0,5,3,1.0961971829865766,0.8228303945121627,-0.0022881843145726648,0.0022881843145726648,0.273366788474414
12.0,5,4,1.0961971829865766,0.9373178725770765,-1.1574816990625327e-16,1.1574816990625327e-16,0.1588793104095001
12.0,5,5,1.0961971829865766,1.0961971829865766,-0.0027386144417278955,0.0027386144417278955,0.0
12.0,5,6,1.0961971829865766,1.286523689813659,2.1530929523613504e-17,2.1530929523613504e-17,0.1903265068270823
12.0,5,7,1.0961971829865766,1.5060471875221655,-0.0023871416460183644,0.0023871416460183644,0.40985000453558884
12.0,5,8,1.0961971829865766,1.761055626447907,9.482642054778453e-17,9.482642054778453e-17,0.6648584434613303
12.0,6,1,1.286523689813659,0.6861864751124938,1.8280343555264088e-17,1.8280343555264088e-17,0.6003372147011652
12.0,6,2,1.286523689813659,0.7475102882143452,9.969310913239872e-05,9.969310913239872e-05,0.5390134015993138
12.0,6,3,1.286523689813659,0.8228303945121627,3.4734712998198814e-17,3.4734712998198814e-17,0.4636932953014963
12.0,6,4,1.286523689813659,0.9373178725770765,1.799763980983704e-05,1.799763980983704e-05,0.3492058172365824
12.0,6,5,1.286523689813659,1.0961971829865766,2.134078947116239e-17,2.134078947116239e-17,0.1903265068270823
12.0,6,6,1.286523689813659,1.286523689813659,-0.0003058518335821425,0.0003058518335821425,0.0
12.0,6,7,1.286523689813659,1.5060471875221655,4.4659082265214127e-17,4.4659082265214127e-17,0.21952349770850654
12.0,6,8,1.286523689813659,1.761055626447907,0.004001824220103326,0.004001824220103326,0.474531936634248
12.0,7,1,1.5060471875221655,0.6861864751124938,0.002513960153024266,0.002513960153024266,0.8198607124096717
12.0,7,2,1.5060471875221655,0.7475102882143452,5.67749327046959e-17,5.67749327046959e-17,0.7585368993078203
12.0,7,3,1.5060471875221655,0.8228303945121627,-0.002367517238901479,0.002367517238901479,0.6832167930100028
12.0,7,4,1.5060471875221655,0.9373178725770765,-4.9627112373065527e-17,4.9627112373065527e-17,0.5687293149450889
12.0,7,5,1.5060471875221655,1.0961971829865766,-0.0023871416460183644,0.0023871416460183644,0.40985000453558884
12.0,7,6,1.5060471875221655,1.286523689813659,4.4817821333167896e-17,4.4817821333167896e-17,0.21952349770850654
12.0,7,7,1.5060471875221655,1.5060471875221655,0.0013491252383395329,0.0013491252383395329,0.0
12.0,7,8,1.5060471875221655,1.761055626447907,1.5401277148244133e-17,1.5401277148244133e-17,0.25500843892574143
12.0,8,1,1.761055626447907,0.6861864751124938,2.1916411855204632e-17,2.1916411855204632e-17,1.0748691513354132
12.0,8,2,1.761055626447907,0.7475102882143452,0.004794103543787243,0.004794103543787243,1.0135453382335617
12.0,8,3,1.761055626447907,0.8228303945121627,-1.678363025930557e-17,1.678363025930557e-17,0.9382252319357443
12.0,8,4,1.761055626447907,0.9373178725770765,1.4828515383274956e-05,1.4828515383274956e-05,0.8237377538708304
12.0,8,5,1.761055626447907,1.0961971829865766,9.471959348157678e-17,9.471959348157678e-17,0.6648584434613303
12.0,8,6,1.761055626447907,1.286523689813659,0.004001824220103326,0.004001824220103326,0.474531936634248
12.0,8,7,1.761055626447907,1.5060471875221655,1.5414085290046364e-17,1.5414085290046364e-17,0.25500843892574143
12.0,8,8,1.761055626447907,1.761055626447907,-0.0003990786864287348,0.0003990786864287348,0.0
12.8,1,1,0.6830638620518137,0.6830638620518137,-0.002696544175991041,0.002696544175991041,0.0
12.8,1,2,0.6830638620518137,0.7420539290605246,-4.142569855020728e-06,4.142569855020728e-06,0.0589900670087109
12.8,1,3,0.6830638620518137,0.8131709891437326,-0.0016576190745951264,0.0016576190745951264,0.13010712709191896
12.8,1,4,0.6830638620518137,0.9188018524245758,-2.6096336133785973e-06,2.6096336133785973e-06,0.2357379903727621
12.8,1,5,0.6830638620518137,1.0668959237810784,0.0025730287017597894,0.0025730287017597894,0.38383206172926476
12.8,1,6,0.6830638620518137,1.2460656107455719,1.1987812957187695e-05,1.1987812957187695e-05,0.5630017486937582
12.8,1,7,0.6830638620518137,1.4520195082144804,0.001948265467745262,0.001948265467745262,0.7689556461626668
12.8,1,8,0.6830638620518137,1.6899437022833872,3.351513709613359e-06,3.351513709613359e-06,1.0068798402315735
12.8,2,1,0.7420539290605246,0.6830638620518137,-4.142569855020728e-06,4.142569855020728e-06,0.0589900670087109
12.8,2,2,0.7420539290605246,0.7420539290605246,-0.0005607011028147393,0.0005607011028147393,0.0
12.8,2,3,0.7420539290605246,0.8131709891437326,1.0440812135025796e-05,1.0440812135025796e-05,0.07111706008320806
12.8,2,4,0.7420539290605246,0.9188018524245758,0.004749172826980504,0.004749172826980504,0.1767479233640512
12.8,2,5,0.7420539290605246,1.0668959237810784,8.253927692565901e-06,8.253927692565901e-06,0.32484199472055386
12.8,2,6,0.7420539290605246,1.2460656107455719,0.0006478949635655212,0.0006478949635655212,0.5040116816850473
12.8,2,7,0.7420539290605246,1.4520195082144804,-1.8645165210861476e-05,1.8645165210861476e-05,0.7099655791539559
12.8,2,8,0.7420539290605246,1.6899437022833872,-0.004607774164228419,0.004607774164228419,0.9478897732228626
12.8,3,1,0.8131709891437326,0.6830638620518137,-0.0016576190745951267,0.0016576190745951267,0.13010712709191896
12.8,3,2,0.8131709891437326,0.7420539290605246,1.0440812135025718e-05,1.0440812135025718e-05,0.07111706008320806
12.8,3,3,0.8131709891437326,0.8131709891437326,0.002600862634015371,0.002600862634015371,0.0
12.8,3,4,0.8131709891437326,0.9188018524245758,-8.09672414090303e-06,8.09672414090303e-06,0.10563086328084315
12.8,3,5,0.8131709891437326,1.0668959237810784,-0.0027134722693276554,0.0027134722693276554,0.2537249346373458
12.8,3,6,0.8131709891437326,1.2460656107455719,-1.512468723319146e-05,1.512468723319146e-05,0.4328946216018392
12.8,3,7,0.8131709891437326,1.4520195082144804,-0.002010450349469596,0.002010450349469596,0.6388485190707478
12.8,3,8,0.8131709891437326,1.6899437022833872,1.9901682118761294e-06,1.9901682118761294e-06,0.8767727131396545
12.8,4,1,0.9188018524245758,0.6830638620518137,-2.609633613378509e-06,2.609633613378509e-06,0.2357379903727621
12.8,4,2,0.9188018524245758,0.7420539290605246,0.004749172826980504,0.004749172826980504,0.1767479233640512
12.8,4,3,0.9188018524245758,0.8131709891437326,-8.09672414090304e-06,8.09672414090304e-06,0.10563086328084315
12.8,4,4,0.9188018524245758,0.9188018524245758,0.00014124676393119622,0.00014124676393119622,0.0
12.8,4,5,0.9188018524245758,1.0668959237810784,1.1384622096958153e-05,1.1384622096958153e-05,0.14809407135650265
12.8,4,6,0.9188018524245758,1.2460656107455719,-1.0411089639034484e-05,1.0411089639034484e-05,0.3272637583209961
12.8,4,7,0.9188018524245758,1.4520195082144804,4.810240344245689e-06,4.810240344245689e-06,0.5332176557899047
12.8,4,8,0.9188018524245758,1.6899437022833872,-0.00032554590975517544,0.00032554590975517544,0.7711418498588114
12.8,5,1,1.0668959237810784,0.6830638620518137,0.0025730287017597894,0.0025730287017597894,0.38383206172926476
12.8,5,2,1.0668959237810784,0.7420539290605246,8.253927692565764e-06,8.253927692565764e-06,0.32484199472055386
12.8,5,3,1.0668959237810784,0.8131709891437326,-0.0027134722693276554,0.0027134722693276554,0.2537249346373458
12.8,5,4,1.0668959237810784,0.9188018524245758,1.1384622096958142e-05,1.1384622096958142e-05,0.14809407135650265
12.8,5,5,1.0668959237810784,1.0668959237810784,-0.002659192718154347,0.002659192718154347,0.0
12.8,5,6,1.0668959237810784,1.2460656107455719,-8.796719550494561e-06,8.796719550494561e-06,0.17916968696449342
12.8,5,7,1.0668959237810784,1.4520195082144804,-0.0016762177130776755,0.0016762177130776755,0.385123584433402
12.8,5,8,1.0668959237810784,1.6899437022833872,-1.013139782908812e-05,1.013139782908812e-05,0.6230477785023087
12.8,6,1,1.2460656107455719,0.6830638620518137,1.1987812957187871e-05,1.1987812957187871e-05,0.5630017486937582
12.8,6,2,1.2460656107455719,0.7420539290605246,0.0006478949635655213,0.0006478949635655213,0.5040116816850473
12.8,6,3,1.2460656107455719,0.8131709891437326,-1.512468723319124e-05,1.512468723319124e-05,0.4328946216018392
12.8,6,4,1.2460656107455719,0.9188018524245758,-1.0411089639034403e-05,1.0411089639034403e-05,0.3272637583209961
12.8,6,5,1.2460656107455719,1.0668959237810784,-8.796719550494507e-06,8.796719550494507e-06,0.17916968696449342
12.8,6,6,1.2460656107455719,1.2460656107455719,-0.0009083821109830643,0.0009083821109830643,0.0
12.8,6,7,1.2460656107455719,1.4520195082144804,1.5126236874583916e-05,1.5126236874583916e-05,0.20595389746890858
12.8,6,8,1.2460656107455719,1.6899437022833872,0.003816093324325193,0.003816093324325193,0.4438780915378153
